epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,97016.5,0.42302,0.52284,0.26904,0.78835,0.99536,0.98513,0.99386,0.95056,0.98034,0.96586,0.98226,0.59515,0.33093,0.64247,0.2086,0.77839,0.005875,0.005875,0.005875
127,97781.6,0.42572,0.52696,0.26951,0.79035,0.99511,0.98516,0.99387,0.95101,0.98082,0.96638,0.98291,0.59495,0.33033,0.64262,0.20823,0.7783,0.005842,0.005842,0.005842
128,98553.6,0.42229,0.5288,0.268,0.78904,0.99519,0.98484,0.99347,0.95064,0.98119,0.96709,0.98315,0.59532,0.33019,0.64511,0.20803,0.77831,0.005809,0.005809,0.005809
129,99319.6,0.42004,0.52854,0.26667,0.78875,0.99591,0.98397,0.99358,0.95076,0.98139,0.96745,0.98337,0.59539,0.33001,0.64506,0.20774,0.77828,0.005776,0.005776,0.005776
130,100086,0.41974,0.50991,0.26575,0.78891,0.99525,0.98532,0.99367,0.95118,0.98044,0.96717,0.98327,0.59628,0.32969,0.64321,0.20746,0.77821,0.005743,0.005743,0.005743
131,100852,0.41958,0.52209,0.26653,0.79015,0.99608,0.98413,0.99383,0.95169,0.98024,0.96683,0.9826,0.59667,0.329,0.64165,0.20709,0.77812,0.00571,0.00571,0.00571
132,101613,0.42116,0.52891,0.26842,0.79029,0.99609,0.98393,0.99382,0.95196,0.97982,0.96635,0.98178,0.59737,0.3285,0.64193,0.20693,0.77815,0.005677,0.005677,0.005677
133,102379,0.42289,0.52196,0.26779,0.79037,0.99568,0.98409,0.99375,0.95231,0.97978,0.96591,0.98158,0.59695,0.32831,0.64257,0.20689,0.77813,0.005644,0.005644,0.005644
134,103141,0.41561,0.50904,0.26288,0.78876,0.9961,0.98401,0.99366,0.95232,0.98035,0.96673,0.98282,0.59693,0.32815,0.64295,0.20674,0.7781,0.005611,0.005611,0.005611
135,103898,0.42017,0.52856,0.26676,0.78826,0.99497,0.98461,0.9934,0.95253,0.97998,0.96655,0.98271,0.59756,0.3282,0.64258,0.20649,0.7781,0.005578,0.005578,0.005578
136,104663,0.42027,0.51369,0.26729,0.79036,0.99505,0.98461,0.9934,0.95251,0.97968,0.96631,0.98264,0.59744,0.32798,0.64207,0.20629,0.77801,0.005545,0.005545,0.005545
137,105429,0.41683,0.51541,0.26586,0.78793,0.99485,0.98499,0.9937,0.95246,0.97988,0.9664,0.98221,0.59728,0.32797,0.64254,0.20614,0.77798,0.005512,0.005512,0.005512
138,106207,0.41741,0.51741,0.2648,0.78881,0.99442,0.98482,0.99349,0.95222,0.97977,0.96643,0.98222,0.59719,0.32804,0.64381,0.20607,0.77799,0.005479,0.005479,0.005479
139,106970,0.41464,0.50966,0.26279,0.78923,0.99435,0.98482,0.99351,0.95215,0.97964,0.9664,0.98219,0.59739,0.32787,0.64477,0.20591,0.77801,0.005446,0.005446,0.005446
140,107734,0.41318,0.51454,0.26343,0.78709,0.9944,0.98499,0.99352,0.95239,0.97967,0.96638,0.9826,0.598,0.32765,0.6438,0.20564,0.77802,0.005413,0.005413,0.005413
141,108499,0.41416,0.51349,0.26249,0.78975,0.99491,0.98527,0.99352,0.95241,0.98,0.96664,0.98256,0.59831,0.3275,0.64353,0.20549,0.77801,0.00538,0.00538,0.00538
142,109267,0.41794,0.52298,0.26371,0.78967,0.99457,0.98566,0.99357,0.95216,0.9798,0.96636,0.98215,0.59853,0.32751,0.64268,0.20534,0.77806,0.005347,0.005347,0.005347
143,110182,0.41081,0.51598,0.26039,0.78832,0.99488,0.98549,0.99357,0.95235,0.97991,0.96636,0.98217,0.59849,0.32723,0.64161,0.20523,0.778,0.005314,0.005314,0.005314
144,110973,0.41395,0.52577,0.26436,0.78885,0.99525,0.98549,0.99358,0.95221,0.97967,0.96603,0.98246,0.59895,0.32701,0.64154,0.2051,0.77793,0.005281,0.005281,0.005281
145,111727,0.41251,0.51117,0.26197,0.78778,0.99533,0.98549,0.99358,0.95234,0.97932,0.96621,0.98238,0.59861,0.32692,0.64067,0.20502,0.7779,0.005248,0.005248,0.005248
146,112489,0.4162,0.52626,0.26288,0.79023,0.9955,0.98546,0.99358,0.95247,0.98057,0.96531,0.982,0.59885,0.32681,0.6401,0.20491,0.77789,0.005215,0.005215,0.005215
147,113237,0.41005,0.50727,0.26024,0.78815,0.99551,0.98547,0.99358,0.95244,0.98037,0.96549,0.98169,0.59888,0.32661,0.63985,0.20481,0.77784,0.005182,0.005182,0.005182
148,113982,0.40971,0.50616,0.26198,0.78769,0.9953,0.98566,0.99358,0.95246,0.97909,0.96586,0.98211,0.59835,0.32633,0.63901,0.20477,0.77779,0.005149,0.005149,0.005149
149,114746,0.41322,0.52443,0.26196,0.78797,0.99517,0.98569,0.99359,0.9526,0.97965,0.96586,0.98193,0.59827,0.32607,0.63899,0.20468,0.77773,0.005116,0.005116,0.005116
150,115513,0.41093,0.51044,0.26,0.7893,0.99517,0.98569,0.99358,0.95257,0.97964,0.96603,0.98192,0.59813,0.32595,0.63827,0.20469,0.7777,0.005083,0.005083,0.005083
151,116280,0.41367,0.51302,0.26124,0.78747,0.99499,0.98567,0.99358,0.95227,0.97932,0.96605,0.9819,0.59836,0.32595,0.63829,0.20466,0.7776,0.00505,0.00505,0.00505
152,117186,0.41368,0.5121,0.26237,0.78767,0.99502,0.98567,0.99359,0.95261,0.9795,0.96622,0.98185,0.59818,0.32583,0.63792,0.20461,0.77757,0.005017,0.005017,0.005017
153,117963,0.40896,0.50575,0.25836,0.78956,0.99487,0.98567,0.99359,0.9526,0.97934,0.96604,0.9814,0.59828,0.32565,0.63807,0.20453,0.77755,0.004984,0.004984,0.004984
154,118752,0.40889,0.50382,0.25912,0.78843,0.99485,0.9857,0.99359,0.95282,0.97975,0.96636,0.98177,0.59836,0.32547,0.6381,0.20435,0.77753,0.004951,0.004951,0.004951
155,119519,0.40706,0.50514,0.25754,0.78765,0.99518,0.9858,0.99422,0.95303,0.98002,0.96652,0.98225,0.59853,0.32532,0.63747,0.20419,0.77751,0.004918,0.004918,0.004918
156,120287,0.40729,0.50052,0.25878,0.78679,0.99548,0.98567,0.99423,0.95302,0.98036,0.96652,0.98225,0.59856,0.32512,0.63786,0.20406,0.77748,0.004885,0.004885,0.004885
157,121053,0.40366,0.51108,0.25596,0.78727,0.9956,0.98567,0.99423,0.9531,0.98088,0.96686,0.98266,0.59851,0.32488,0.63812,0.20388,0.77747,0.004852,0.004852,0.004852
158,121824,0.40843,0.50706,0.25713,0.78795,0.99585,0.98549,0.99424,0.95311,0.98096,0.96703,0.983,0.59862,0.32483,0.63856,0.20373,0.77756,0.004819,0.004819,0.004819
159,122660,0.40627,0.4961,0.25706,0.7889,0.99581,0.98514,0.99423,0.95304,0.98108,0.96718,0.98311,0.59884,0.3247,0.63824,0.20363,0.77755,0.004786,0.004786,0.004786
160,123428,0.40224,0.50028,0.25332,0.7864,0.9962,0.9851,0.99423,0.95298,0.98101,0.96716,0.98299,0.59854,0.32454,0.63768,0.20349,0.77752,0.004753,0.004753,0.004753
161,124195,0.40042,0.49457,0.25459,0.78779,0.99603,0.98521,0.99424,0.95287,0.98033,0.96703,0.98281,0.59843,0.32436,0.63765,0.20339,0.77749,0.00472,0.00472,0.00472
162,124960,0.40295,0.49781,0.25428,0.78751,0.99611,0.98496,0.99425,0.95297,0.98106,0.96703,0.9831,0.5988,0.32418,0.63717,0.20328,0.77745,0.004687,0.004687,0.004687
163,125722,0.40147,0.49078,0.25491,0.78894,0.99599,0.98574,0.99428,0.95312,0.98105,0.96705,0.98281,0.59856,0.32406,0.63687,0.20319,0.77744,0.004654,0.004654,0.004654
164,126485,0.40684,0.50394,0.25817,0.78793,0.99598,0.98557,0.99429,0.95321,0.98058,0.96703,0.98273,0.59893,0.3239,0.63704,0.20308,0.77741,0.004621,0.004621,0.004621
165,127250,0.40258,0.50173,0.25366,0.78778,0.99624,0.98567,0.9943,0.95328,0.98006,0.96703,0.98269,0.59881,0.32371,0.63657,0.20295,0.7774,0.004588,0.004588,0.004588
166,128019,0.40409,0.507,0.25512,0.78763,0.99653,0.98501,0.9943,0.95335,0.9801,0.96744,0.98284,0.59887,0.32353,0.63649,0.20285,0.77737,0.004555,0.004555,0.004555
167,128786,0.40416,0.50138,0.25783,0.78577,0.99654,0.98505,0.9943,0.95337,0.97998,0.96736,0.98266,0.59917,0.32337,0.63654,0.20272,0.77734,0.004522,0.004522,0.004522
168,129563,0.4049,0.50862,0.25513,0.7868,0.99641,0.98499,0.99431,0.95339,0.98013,0.96736,0.9828,0.5994,0.32313,0.63661,0.20264,0.77731,0.004489,0.004489,0.004489
169,130387,0.40319,0.50125,0.25489,0.78843,0.99636,0.98533,0.99431,0.95362,0.9804,0.96719,0.98255,0.59937,0.32299,0.63643,0.20251,0.77729,0.004456,0.004456,0.004456
170,131157,0.40103,0.49942,0.25167,0.78677,0.99636,0.98524,0.99431,0.95354,0.98048,0.96736,0.98249,0.59953,0.32284,0.63604,0.20241,0.77727,0.004423,0.004423,0.004423
171,131924,0.40321,0.49573,0.25548,0.78711,0.99644,0.98532,0.99431,0.95363,0.98091,0.96769,0.98295,0.59959,0.3227,0.63555,0.20232,0.77724,0.00439,0.00439,0.00439
172,132689,0.39668,0.48238,0.2512,0.78616,0.99638,0.98533,0.99432,0.9537,0.98035,0.96756,0.98271,0.5995,0.32262,0.63573,0.20225,0.7772,0.004357,0.004357,0.004357
173,133448,0.40011,0.51243,0.25267,0.78703,0.9968,0.98541,0.99434,0.95363,0.98046,0.96763,0.98273,0.59963,0.32267,0.63568,0.20219,0.77718,0.004324,0.004324,0.004324
174,134234,0.3961,0.49374,0.25187,0.78855,0.99677,0.98542,0.99435,0.95355,0.9803,0.96746,0.98245,0.59964,0.3226,0.6353,0.20206,0.77716,0.004291,0.004291,0.004291
175,134999,0.4005,0.4944,0.25205,0.78677,0.99675,0.98547,0.99435,0.95371,0.98031,0.96743,0.98245,0.59964,0.32249,0.63494,0.20192,0.77714,0.004258,0.004258,0.004258
176,135764,0.39484,0.48016,0.25083,0.7857,0.99676,0.98545,0.99435,0.95386,0.98047,0.96762,0.98279,0.5997,0.32236,0.63491,0.20181,0.7771,0.004225,0.004225,0.004225
177,136529,0.3951,0.48845,0.24911,0.78709,0.99676,0.98549,0.99435,0.95394,0.98048,0.96763,0.98293,0.59977,0.32227,0.63446,0.20174,0.77708,0.004192,0.004192,0.004192
178,137293,0.39443,0.49459,0.24965,0.78694,0.99675,0.98543,0.99434,0.95401,0.98049,0.9676,0.98294,0.59993,0.3222,0.63425,0.20165,0.77706,0.004159,0.004159,0.004159
179,138058,0.39429,0.49335,0.24927,0.78659,0.99674,0.98544,0.99434,0.95422,0.98034,0.96742,0.98266,0.59975,0.32208,0.63414,0.20156,0.77704,0.004126,0.004126,0.004126
180,138822,0.39747,0.49434,0.25206,0.78951,0.99674,0.9854,0.99435,0.95428,0.98033,0.96742,0.98265,0.59969,0.32199,0.63433,0.20151,0.77702,0.004093,0.004093,0.004093
181,139606,0.39096,0.48975,0.24585,0.78492,0.99674,0.98536,0.99435,0.95418,0.98035,0.96743,0.98274,0.59961,0.32191,0.63453,0.20142,0.777,0.00406,0.00406,0.00406
182,140429,0.39447,0.48167,0.24711,0.78502,0.99674,0.98532,0.99436,0.95426,0.9805,0.96743,0.98274,0.59965,0.32185,0.63478,0.20134,0.777,0.004027,0.004027,0.004027
183,141211,0.39247,0.48655,0.24871,0.7855,0.99675,0.98536,0.99436,0.95425,0.98051,0.96745,0.98278,0.5997,0.32177,0.63506,0.20126,0.77697,0.003994,0.003994,0.003994
184,141990,0.3923,0.48037,0.2478,0.78762,0.99691,0.98533,0.99437,0.95433,0.9807,0.96748,0.98279,0.59953,0.3217,0.63503,0.20116,0.77696,0.003961,0.003961,0.003961
185,142750,0.39122,0.47849,0.24645,0.78542,0.99675,0.98488,0.99395,0.95439,0.98072,0.96732,0.9828,0.59959,0.32158,0.63496,0.20109,0.77695,0.003928,0.003928,0.003928
186,143515,0.39023,0.48762,0.24747,0.7858,0.99675,0.98479,0.99396,0.95445,0.98015,0.96686,0.9826,0.59985,0.32149,0.63477,0.20099,0.77694,0.003895,0.003895,0.003895
187,144279,0.39708,0.49731,0.2508,0.78619,0.99674,0.98475,0.99395,0.95455,0.98026,0.96686,0.98261,0.60024,0.32135,0.6347,0.20091,0.77694,0.003862,0.003862,0.003862
188,145052,0.39232,0.47706,0.24737,0.78642,0.99673,0.98477,0.99395,0.95446,0.98032,0.96686,0.98276,0.60038,0.32124,0.63466,0.20083,0.77692,0.003829,0.003829,0.003829
189,145818,0.393,0.48994,0.24849,0.78854,0.99672,0.98478,0.99393,0.95448,0.98045,0.96696,0.98276,0.60073,0.32107,0.63434,0.20075,0.7769,0.003796,0.003796,0.003796
190,146582,0.3887,0.48242,0.2455,0.78637,0.99658,0.98466,0.99392,0.95454,0.98045,0.96695,0.98277,0.60091,0.321,0.63415,0.20071,0.77689,0.003763,0.003763,0.003763
191,147347,0.39034,0.48374,0.24573,0.78455,0.99657,0.98466,0.99392,0.9546,0.98044,0.96695,0.98278,0.60088,0.3209,0.63409,0.20061,0.77688,0.00373,0.00373,0.00373
192,148114,0.38605,0.4793,0.24442,0.7844,0.99655,0.98466,0.9939,0.9546,0.9806,0.96713,0.9826,0.60092,0.32078,0.63383,0.2005,0.77687,0.003697,0.003697,0.003697
193,148883,0.3894,0.47494,0.24383,0.78809,0.99654,0.98466,0.9939,0.95457,0.98043,0.96698,0.98277,0.60111,0.32069,0.63384,0.20043,0.77685,0.003664,0.003664,0.003664
194,149647,0.38735,0.47182,0.24407,0.78484,0.99647,0.98466,0.99389,0.95465,0.98059,0.96713,0.98283,0.60117,0.32053,0.63355,0.20034,0.77684,0.003631,0.003631,0.003631
195,150415,0.38768,0.4784,0.24472,0.78595,0.99634,0.98478,0.99389,0.95464,0.98057,0.96713,0.98281,0.60123,0.32043,0.63339,0.20021,0.77682,0.003598,0.003598,0.003598
196,151179,0.3848,0.47533,0.24195,0.78385,0.99635,0.98472,0.99389,0.95459,0.98033,0.96697,0.98265,0.6012,0.32026,0.63297,0.20018,0.77672,0.003565,0.003565,0.003565
197,151960,0.38667,0.48345,0.24367,0.78638,0.99634,0.98471,0.99389,0.95462,0.98019,0.96704,0.9827,0.60125,0.32012,0.63305,0.20006,0.77671,0.003532,0.003532,0.003532
198,152728,0.38229,0.46956,0.24294,0.78353,0.99634,0.98474,0.99389,0.95462,0.98035,0.96724,0.98276,0.6013,0.32003,0.63292,0.19992,0.77669,0.003499,0.003499,0.003499
199,153493,0.38464,0.46775,0.24332,0.78448,0.99633,0.98481,0.99389,0.95467,0.98035,0.96726,0.98275,0.60125,0.31996,0.63327,0.19982,0.77668,0.003466,0.003466,0.003466
200,154259,0.38402,0.48505,0.24248,0.78584,0.99635,0.98474,0.99389,0.95467,0.98035,0.9673,0.98274,0.60127,0.31982,0.63293,0.1997,0.77666,0.003433,0.003433,0.003433
201,155026,0.38209,0.47609,0.24143,0.78315,0.99638,0.9847,0.99389,0.95482,0.98038,0.96725,0.98258,0.60133,0.31974,0.63295,0.1996,0.77663,0.0034,0.0034,0.0034
202,155791,0.38777,0.47965,0.2443,0.78759,0.99638,0.98472,0.99391,0.95487,0.98024,0.96716,0.98256,0.60128,0.31969,0.6327,0.1995,0.77669,0.003367,0.003367,0.003367
203,156557,0.38123,0.47154,0.2401,0.7844,0.99639,0.98471,0.99395,0.95508,0.98027,0.96714,0.98256,0.60112,0.31962,0.6326,0.19938,0.77668,0.003334,0.003334,0.003334
204,157319,0.38025,0.47208,0.23877,0.78564,0.99639,0.98476,0.99398,0.95516,0.98042,0.96739,0.9825,0.60116,0.31955,0.63251,0.19926,0.77667,0.003301,0.003301,0.003301
205,158085,0.38076,0.4725,0.2394,0.78399,0.99639,0.98488,0.99399,0.95536,0.98042,0.96749,0.98252,0.6012,0.31945,0.63236,0.19916,0.77667,0.003268,0.003268,0.003268
206,158855,0.38369,0.47268,0.24254,0.78511,0.9964,0.98488,0.99399,0.95542,0.98045,0.96751,0.98253,0.6013,0.31938,0.63234,0.19903,0.77666,0.003235,0.003235,0.003235
207,159619,0.38547,0.47863,0.24253,0.78715,0.99642,0.9849,0.99401,0.95549,0.98028,0.96726,0.98242,0.60135,0.31933,0.63238,0.19895,0.77666,0.003202,0.003202,0.003202
208,160396,0.38292,0.46924,0.24012,0.78494,0.99641,0.98489,0.99402,0.9556,0.98045,0.96734,0.9825,0.60152,0.31923,0.6325,0.19886,0.77665,0.003169,0.003169,0.003169
209,161165,0.38004,0.46519,0.23814,0.78499,0.99641,0.98489,0.99402,0.95553,0.98043,0.96733,0.98252,0.6014,0.31913,0.63223,0.19876,0.77662,0.003136,0.003136,0.003136
210,161945,0.38138,0.46857,0.24002,0.78646,0.99638,0.985,0.99403,0.95548,0.98054,0.96699,0.98247,0.60158,0.31904,0.6324,0.19867,0.77661,0.003103,0.003103,0.003103
211,162763,0.37929,0.47544,0.2372,0.78572,0.99639,0.98499,0.99402,0.95559,0.98059,0.96715,0.98254,0.60174,0.31893,0.63224,0.19855,0.77659,0.00307,0.00307,0.00307
212,163545,0.3799,0.46546,0.23896,0.78366,0.9963,0.98499,0.99402,0.95563,0.98059,0.96716,0.9827,0.60186,0.31882,0.63197,0.19844,0.77657,0.003037,0.003037,0.003037
213,164319,0.38104,0.46693,0.24083,0.78382,0.99633,0.98499,0.99403,0.95567,0.98059,0.96714,0.98271,0.602,0.31873,0.63212,0.19838,0.77656,0.003004,0.003004,0.003004
214,165100,0.3755,0.46649,0.23634,0.78363,0.99629,0.98501,0.99402,0.95559,0.98057,0.96714,0.98254,0.60204,0.31864,0.63191,0.19831,0.77654,0.002971,0.002971,0.002971
215,165879,0.37752,0.46666,0.23583,0.78536,0.99632,0.98514,0.99401,0.95564,0.98049,0.96717,0.9825,0.60209,0.31855,0.63172,0.19823,0.77652,0.002938,0.002938,0.002938
216,166650,0.37675,0.46597,0.23741,0.78388,0.99636,0.98515,0.994,0.9556,0.9805,0.96734,0.98251,0.60197,0.31842,0.6315,0.19817,0.7765,0.002905,0.002905,0.002905
217,167492,0.37357,0.46149,0.23588,0.78457,0.99636,0.98518,0.994,0.95578,0.98022,0.96718,0.98202,0.60196,0.31832,0.6317,0.19809,0.77649,0.002872,0.002872,0.002872
218,168293,0.37667,0.46817,0.23536,0.7848,0.99638,0.98516,0.99401,0.95582,0.98017,0.96754,0.98202,0.60172,0.31824,0.63166,0.19805,0.77646,0.002839,0.002839,0.002839
219,169065,0.37432,0.46897,0.23491,0.78313,0.99628,0.98516,0.99401,0.95589,0.98042,0.96683,0.98203,0.60193,0.31813,0.63139,0.19797,0.77644,0.002806,0.002806,0.002806
220,169835,0.37647,0.46225,0.23518,0.78359,0.99635,0.98516,0.99402,0.95594,0.98042,0.96704,0.98204,0.60176,0.31802,0.63121,0.19787,0.77643,0.002773,0.002773,0.002773
221,170601,0.37716,0.47002,0.23529,0.78481,0.99637,0.98516,0.99402,0.95597,0.98044,0.96706,0.98204,0.60188,0.31793,0.63112,0.19778,0.77641,0.00274,0.00274,0.00274
222,171371,0.37146,0.4568,0.23296,0.78381,0.99642,0.98515,0.99401,0.95599,0.98045,0.96703,0.98199,0.60195,0.31782,0.63093,0.1977,0.7764,0.002707,0.002707,0.002707
223,172140,0.37392,0.4742,0.23438,0.78337,0.9964,0.98518,0.994,0.95608,0.98046,0.96697,0.98199,0.60207,0.31769,0.63048,0.19762,0.77639,0.002674,0.002674,0.002674
224,172915,0.37115,0.4626,0.23277,0.78487,0.9964,0.9852,0.99399,0.95613,0.98048,0.96697,0.98199,0.60217,0.31759,0.63022,0.19753,0.77638,0.002641,0.002641,0.002641
225,173684,0.36793,0.4586,0.23122,0.7823,0.99641,0.98518,0.99398,0.9561,0.98049,0.96697,0.982,0.60229,0.31749,0.63005,0.19744,0.77637,0.002608,0.002608,0.002608
226,174450,0.37294,0.4558,0.23321,0.78385,0.99642,0.98517,0.99398,0.95617,0.98054,0.96679,0.982,0.60243,0.3174,0.63002,0.19737,0.77636,0.002575,0.002575,0.002575
227,175216,0.37047,0.45401,0.23325,0.78467,0.99659,0.98552,0.99443,0.95618,0.98059,0.96687,0.982,0.6024,0.3173,0.62985,0.19726,0.77635,0.002542,0.002542,0.002542
228,175959,0.37102,0.45952,0.23228,0.78243,0.99662,0.98546,0.99443,0.95623,0.98082,0.96685,0.98199,0.60241,0.31719,0.62959,0.19716,0.77634,0.002509,0.002509,0.002509
229,176724,0.37181,0.45441,0.23253,0.78551,0.99664,0.98543,0.99443,0.95613,0.98086,0.96685,0.98199,0.60235,0.31708,0.62943,0.19708,0.77633,0.002476,0.002476,0.002476
230,177487,0.36866,0.45548,0.2309,0.7839,0.99664,0.98543,0.99443,0.95615,0.98089,0.96685,0.98199,0.60237,0.31698,0.6294,0.197,0.77632,0.002443,0.002443,0.002443
231,178259,0.37337,0.46524,0.2335,0.78293,0.99665,0.98544,0.99442,0.95616,0.98087,0.96685,0.982,0.6026,0.31686,0.62907,0.1969,0.77631,0.00241,0.00241,0.00241
232,179025,0.37174,0.46717,0.23456,0.78334,0.99666,0.98557,0.99441,0.95609,0.98086,0.96685,0.98201,0.60265,0.31665,0.62874,0.19683,0.7762,0.002377,0.002377,0.002377
233,179813,0.36877,0.44875,0.2304,0.7829,0.99667,0.98559,0.99441,0.95616,0.98099,0.96702,0.98208,0.60279,0.31657,0.62874,0.19673,0.77619,0.002344,0.002344,0.002344
234,180584,0.36755,0.45367,0.22972,0.78326,0.99655,0.98632,0.99442,0.95625,0.98115,0.96719,0.98213,0.60285,0.31649,0.62858,0.19663,0.77618,0.002311,0.002311,0.002311
235,181353,0.3668,0.44661,0.22987,0.7821,0.99652,0.98635,0.99442,0.95625,0.98096,0.96706,0.98197,0.60305,0.3164,0.62834,0.19654,0.77618,0.002278,0.002278,0.002278
236,182119,0.36545,0.44955,0.22903,0.78429,0.99655,0.98634,0.99441,0.95629,0.98078,0.96694,0.98194,0.60301,0.31628,0.628,0.19646,0.77616,0.002245,0.002245,0.002245
237,182886,0.36557,0.45027,0.22813,0.78252,0.99657,0.98632,0.99442,0.95638,0.98073,0.96701,0.98194,0.60324,0.31618,0.62794,0.19637,0.77616,0.002212,0.002212,0.002212
238,183654,0.36806,0.44572,0.23005,0.78404,0.99661,0.98632,0.99442,0.95649,0.98066,0.96701,0.98198,0.60339,0.31609,0.62774,0.19627,0.77615,0.002179,0.002179,0.002179
239,184417,0.36679,0.46545,0.23025,0.78275,0.99665,0.98632,0.99442,0.95649,0.98097,0.96685,0.98199,0.60344,0.31598,0.62726,0.19618,0.77613,0.002146,0.002146,0.002146
240,185183,0.36254,0.44427,0.22651,0.78358,0.99667,0.98632,0.99442,0.95659,0.98092,0.96685,0.982,0.60316,0.31585,0.62701,0.19607,0.77612,0.002113,0.002113,0.002113
241,185964,0.36123,0.44623,0.22674,0.78268,0.99675,0.98632,0.99442,0.95651,0.98123,0.96752,0.98235,0.60331,0.31574,0.62678,0.19598,0.77612,0.00208,0.00208,0.00208
242,186751,0.36059,0.44751,0.22691,0.78145,0.99683,0.98635,0.99442,0.95657,0.9812,0.96752,0.98237,0.60341,0.31562,0.62682,0.19591,0.7761,0.002047,0.002047,0.002047
243,187522,0.36389,0.44093,0.22875,0.78402,0.99681,0.98635,0.99442,0.95652,0.98118,0.96752,0.98236,0.60338,0.31553,0.62691,0.19583,0.77609,0.002014,0.002014,0.002014
244,188290,0.36307,0.44965,0.22626,0.78329,0.99682,0.98635,0.99442,0.95648,0.9809,0.96752,0.98224,0.60321,0.31541,0.62654,0.19575,0.77607,0.001981,0.001981,0.001981
245,189056,0.36165,0.44848,0.22692,0.78288,0.99683,0.98634,0.99442,0.95651,0.98084,0.96735,0.98207,0.60327,0.31533,0.62641,0.19568,0.77607,0.001948,0.001948,0.001948
246,189832,0.35804,0.44076,0.22462,0.78182,0.99683,0.98634,0.99442,0.95657,0.98067,0.96718,0.98205,0.60339,0.31519,0.62618,0.19561,0.77605,0.001915,0.001915,0.001915
247,190594,0.36442,0.43582,0.2273,0.78305,0.99685,0.98633,0.99442,0.95661,0.98061,0.96718,0.98207,0.60335,0.31508,0.62601,0.19552,0.77604,0.001882,0.001882,0.001882
248,191358,0.35801,0.42963,0.2232,0.78137,0.99687,0.98632,0.99442,0.95664,0.98058,0.96718,0.98192,0.6036,0.31498,0.62601,0.19543,0.77602,0.001849,0.001849,0.001849
249,192122,0.35808,0.44529,0.22311,0.78112,0.99688,0.98632,0.99442,0.9567,0.98064,0.96718,0.98184,0.60352,0.31489,0.62594,0.19537,0.77601,0.001816,0.001816,0.001816
250,192885,0.36174,0.43904,0.22517,0.78111,0.99691,0.98632,0.99442,0.95667,0.98089,0.96718,0.98184,0.60348,0.31479,0.62578,0.19525,0.77601,0.001783,0.001783,0.001783
251,193648,0.3582,0.44497,0.22202,0.78313,0.99672,0.98632,0.99442,0.95682,0.98093,0.96718,0.98186,0.60366,0.31468,0.62556,0.19516,0.77599,0.00175,0.00175,0.00175
252,194411,0.35438,0.43585,0.2211,0.78102,0.99675,0.98632,0.99442,0.95682,0.98095,0.96718,0.98187,0.60365,0.31455,0.6253,0.19508,0.77598,0.001717,0.001717,0.001717
253,195176,0.35633,0.43538,0.22026,0.78127,0.99696,0.98632,0.99442,0.95678,0.98111,0.96735,0.98201,0.60375,0.31443,0.62514,0.19498,0.77597,0.001684,0.001684,0.001684
254,195940,0.35514,0.43256,0.22018,0.78145,0.99677,0.98632,0.99442,0.95681,0.98094,0.96718,0.98201,0.60362,0.31431,0.62516,0.19491,0.77595,0.001651,0.001651,0.001651
255,196712,0.35422,0.43873,0.22215,0.7817,0.9968,0.98632,0.99442,0.95689,0.98077,0.96701,0.98188,0.60366,0.31419,0.62524,0.19484,0.77594,0.001618,0.001618,0.001618
256,197478,0.35265,0.43358,0.22018,0.78271,0.99678,0.98632,0.99441,0.95705,0.98079,0.96701,0.98189,0.60366,0.3141,0.62531,0.19477,0.77593,0.001585,0.001585,0.001585
257,198534,0.35451,0.43481,0.22217,0.78265,0.99678,0.98632,0.99441,0.95714,0.98071,0.96701,0.98165,0.60378,0.31402,0.62526,0.19468,0.77592,0.001552,0.001552,0.001552
258,199337,0.35006,0.43502,0.21915,0.78276,0.9968,0.98632,0.9944,0.95705,0.98089,0.96685,0.9817,0.60389,0.3139,0.62502,0.1946,0.77591,0.001519,0.001519,0.001519
259,200113,0.35413,0.43392,0.2208,0.78183,0.99681,0.98632,0.9944,0.95725,0.9809,0.96685,0.98171,0.60388,0.31378,0.6249,0.19453,0.7759,0.001486,0.001486,0.001486
260,200882,0.35282,0.43578,0.21939,0.78156,0.9968,0.98632,0.99441,0.95722,0.98093,0.96685,0.98172,0.60401,0.31367,0.62481,0.19446,0.77589,0.001453,0.001453,0.001453
261,201660,0.3503,0.43609,0.21907,0.78215,0.99682,0.98633,0.99441,0.95742,0.98073,0.96668,0.98172,0.604,0.31357,0.62455,0.19438,0.77589,0.00142,0.00142,0.00142
262,202448,0.35191,0.43647,0.21981,0.78044,0.99686,0.98632,0.99442,0.95741,0.98081,0.96668,0.98163,0.60387,0.31347,0.62429,0.1943,0.77588,0.001387,0.001387,0.001387
263,203210,0.35104,0.43186,0.21839,0.78273,0.99681,0.98643,0.99441,0.9575,0.9808,0.96668,0.98163,0.60387,0.31338,0.62411,0.19423,0.77587,0.001354,0.001354,0.001354
